timestamp,sensor,value,unit,label,attack_type,sensor_mean,sensor_std,z_score,zscore_pred,iforest_pred,anomaly_score,final_pred
2024-01-01 08:00:35,vibration,0.541,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.216,normal,normal,0.0487,normal
2024-01-01 08:00:40,temperature,313.896,°C,normal,none,320.510535,6.452271977928464,1.025,normal,normal,0.0228,normal
2024-01-01 08:00:40,pressure,150.627,PSI,normal,none,150.054205,4.848113353503309,0.118,normal,normal,0.0948,normal
2024-01-01 08:00:40,flow_rate,224.323,L/min,normal,none,242.34416000000002,16.21008124204715,1.112,normal,normal,0.0057,normal
2024-01-01 08:00:40,voltage,474.687,V,normal,none,480.8969,6.652671366568306,0.933,normal,normal,0.0296,normal
2024-01-01 08:00:40,vibration,0.51,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.134,normal,normal,0.0574,normal
2024-01-01 08:00:45,temperature,323.692,°C,normal,none,320.510535,6.452271977928464,0.493,normal,normal,0.0626,normal
2024-01-01 08:00:45,pressure,150.514,PSI,normal,none,150.054205,4.848113353503309,0.095,normal,normal,0.0867,normal
2024-01-01 08:00:45,flow_rate,239.075,L/min,normal,none,242.34416000000002,16.21008124204715,0.202,normal,normal,0.1079,normal
2024-01-01 08:00:45,voltage,478.796,V,normal,none,480.8969,6.652671366568306,0.316,normal,normal,0.0727,normal
2024-01-01 08:00:45,vibration,0.617,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,1.073,normal,normal,0.0038,normal
2024-01-01 08:00:50,temperature,316.401,°C,normal,none,320.510535,6.452271977928464,0.637,normal,normal,0.0562,normal
2024-01-01 08:00:50,pressure,148.618,PSI,normal,none,150.054205,4.848113353503309,0.296,normal,normal,0.0863,normal
2024-01-01 08:00:50,flow_rate,248.457,L/min,normal,none,242.34416000000002,16.21008124204715,0.377,normal,normal,0.0753,normal
2024-01-01 08:00:50,voltage,481.374,V,normal,none,480.8969,6.652671366568306,0.072,normal,normal,0.0675,normal
2024-01-01 08:00:50,vibration,0.412,mm/s,normal,none,0.5218849999999999,0.0886295535575978,1.24,normal,attack,-0.0197,attack
2024-01-01 08:00:55,temperature,321.62,°C,normal,none,320.510535,6.452271977928464,0.172,normal,normal,0.0662,normal
2024-01-01 08:00:55,pressure,148.845,PSI,normal,none,150.054205,4.848113353503309,0.249,normal,normal,0.0872,normal
2024-01-01 08:00:55,flow_rate,234.585,L/min,normal,none,242.34416000000002,16.21008124204715,0.479,normal,normal,0.0796,normal
2024-01-01 08:00:55,voltage,482.447,V,normal,none,480.8969,6.652671366568306,0.233,normal,normal,0.0765,normal
2024-01-01 08:00:55,vibration,0.552,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.34,normal,normal,0.0496,normal
2024-01-01 08:01:00,temperature,320.0,°C,attack,freeze,320.510535,6.452271977928464,0.079,normal,normal,0.0917,normal
2024-01-01 08:01:00,pressure,147.482,PSI,normal,none,150.054205,4.848113353503309,0.531,normal,normal,0.0847,normal
2024-01-01 08:01:00,flow_rate,270.022,L/min,attack,gradual_drift,242.34416000000002,16.21008124204715,1.707,normal,attack,-0.0423,attack
2024-01-01 08:01:00,voltage,481.325,V,normal,none,480.8969,6.652671366568306,0.064,normal,normal,0.0648,normal
2024-01-01 08:01:00,vibration,0.549,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.306,normal,normal,0.0479,normal
2024-01-01 08:01:05,temperature,317.604,°C,normal,none,320.510535,6.452271977928464,0.45,normal,normal,0.0696,normal
2024-01-01 08:01:05,pressure,149.443,PSI,normal,none,150.054205,4.848113353503309,0.126,normal,normal,0.0863,normal
2024-01-01 08:01:05,flow_rate,231.149,L/min,normal,none,242.34416000000002,16.21008124204715,0.691,normal,normal,0.0583,normal
2024-01-01 08:01:05,voltage,475.215,V,normal,none,480.8969,6.652671366568306,0.854,normal,normal,0.0339,normal
2024-01-01 08:01:05,vibration,0.541,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.216,normal,normal,0.0487,normal
2024-01-01 08:01:10,temperature,326.781,°C,normal,none,320.510535,6.452271977928464,0.972,normal,attack,-0.0106,attack
2024-01-01 08:01:10,pressure,149.784,PSI,normal,none,150.054205,4.848113353503309,0.056,normal,normal,0.0788,normal
2024-01-01 08:01:10,flow_rate,248.028,L/min,normal,none,242.34416000000002,16.21008124204715,0.351,normal,normal,0.0795,normal
2024-01-01 08:01:10,voltage,481.447,V,normal,none,480.8969,6.652671366568306,0.083,normal,normal,0.0697,normal
2024-01-01 08:01:10,vibration,0.468,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.608,normal,normal,0.0667,normal
2024-01-01 08:01:15,temperature,321.807,°C,normal,none,320.510535,6.452271977928464,0.201,normal,normal,0.0657,normal
2024-01-01 08:01:15,pressure,154.614,PSI,normal,none,150.054205,4.848113353503309,0.941,normal,normal,0.0614,normal
2024-01-01 08:01:15,flow_rate,239.713,L/min,normal,none,242.34416000000002,16.21008124204715,0.162,normal,normal,0.1091,normal
2024-01-01 08:01:15,voltage,462.166,V,attack,spike,480.8969,6.652671366568306,2.816,attack,attack,-0.1308,attack
2024-01-01 08:01:15,vibration,0.369,mm/s,normal,none,0.5218849999999999,0.0886295535575978,1.725,normal,attack,-0.0753,attack
2024-01-01 08:01:20,temperature,324.11,°C,normal,none,320.510535,6.452271977928464,0.558,normal,normal,0.0477,normal
2024-01-01 08:01:20,pressure,150.261,PSI,normal,none,150.054205,4.848113353503309,0.043,normal,normal,0.0782,normal
2024-01-01 08:01:20,flow_rate,237.608,L/min,normal,none,242.34416000000002,16.21008124204715,0.292,normal,normal,0.0937,normal
2024-01-01 08:01:20,voltage,480.367,V,normal,none,480.8969,6.652671366568306,0.08,normal,normal,0.0632,normal
2024-01-01 08:01:20,vibration,0.401,mm/s,normal,none,0.5218849999999999,0.0886295535575978,1.364,normal,attack,-0.0389,attack
2024-01-01 08:01:25,temperature,318.902,°C,normal,none,320.510535,6.452271977928464,0.249,normal,normal,0.0788,normal
2024-01-01 08:01:25,pressure,151.071,PSI,normal,none,150.054205,4.848113353503309,0.21,normal,normal,0.0926,normal
2024-01-01 08:01:25,flow_rate,251.823,L/min,normal,none,242.34416000000002,16.21008124204715,0.585,normal,normal,0.0649,normal
2024-01-01 08:01:25,voltage,477.927,V,normal,none,480.8969,6.652671366568306,0.446,normal,normal,0.0768,normal
2024-01-01 08:01:25,vibration,0.675,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,1.728,normal,attack,-0.0647,attack
2024-01-01 08:01:30,temperature,317.491,°C,normal,none,320.510535,6.452271977928464,0.468,normal,normal,0.0653,normal
2024-01-01 08:01:30,pressure,152.746,PSI,normal,none,150.054205,4.848113353503309,0.555,normal,normal,0.0736,normal
2024-01-01 08:01:30,flow_rate,242.63,L/min,normal,none,242.34416000000002,16.21008124204715,0.018,normal,normal,0.0765,normal
2024-01-01 08:01:30,voltage,477.881,V,normal,none,480.8969,6.652671366568306,0.453,normal,normal,0.0802,normal
2024-01-01 08:01:30,vibration,0.688,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,1.874,normal,attack,-0.0657,attack
2024-01-01 08:01:35,temperature,320.485,°C,normal,none,320.510535,6.452271977928464,0.004,normal,normal,0.05,normal
2024-01-01 08:01:35,pressure,152.906,PSI,normal,none,150.054205,4.848113353503309,0.588,normal,normal,0.0682,normal
2024-01-01 08:01:35,flow_rate,234.384,L/min,normal,none,242.34416000000002,16.21008124204715,0.491,normal,normal,0.0802,normal
2024-01-01 08:01:35,voltage,478.689,V,normal,none,480.8969,6.652671366568306,0.332,normal,normal,0.0712,normal
2024-01-01 08:01:35,vibration,0.48,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.473,normal,normal,0.0673,normal
2024-01-01 08:01:40,temperature,312.682,°C,normal,none,320.510535,6.452271977928464,1.213,normal,normal,0.0089,normal
2024-01-01 08:01:40,pressure,150.888,PSI,normal,none,150.054205,4.848113353503309,0.172,normal,normal,0.095,normal
2024-01-01 08:01:40,flow_rate,242.088,L/min,normal,none,242.34416000000002,16.21008124204715,0.016,normal,normal,0.0733,normal
2024-01-01 08:01:40,voltage,480.02,V,normal,none,480.8969,6.652671366568306,0.132,normal,normal,0.0873,normal
2024-01-01 08:01:40,vibration,0.488,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.382,normal,normal,0.072,normal
2024-01-01 08:01:45,temperature,312.923,°C,normal,none,320.510535,6.452271977928464,1.176,normal,normal,0.0136,normal
2024-01-01 08:01:45,pressure,148.738,PSI,normal,none,150.054205,4.848113353503309,0.271,normal,normal,0.0879,normal
2024-01-01 08:01:45,flow_rate,237.258,L/min,normal,none,242.34416000000002,16.21008124204715,0.314,normal,normal,0.0915,normal
2024-01-01 08:01:45,voltage,480.0,V,attack,freeze,480.8969,6.652671366568306,0.135,normal,normal,0.0875,normal
2024-01-01 08:01:45,vibration,0.492,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.337,normal,normal,0.0765,normal
2024-01-01 08:01:50,temperature,320.0,°C,attack,freeze,320.510535,6.452271977928464,0.079,normal,normal,0.0917,normal
2024-01-01 08:01:50,pressure,155.659,PSI,normal,none,150.054205,4.848113353503309,1.156,normal,normal,0.044,normal
2024-01-01 08:01:50,flow_rate,241.397,L/min,normal,none,242.34416000000002,16.21008124204715,0.058,normal,normal,0.09,normal
2024-01-01 08:01:50,voltage,481.03,V,normal,none,480.8969,6.652671366568306,0.02,normal,normal,0.04,normal
2024-01-01 08:01:50,vibration,0.695,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,1.953,normal,attack,-0.0713,attack
2024-01-01 08:01:55,temperature,320.0,°C,attack,freeze,320.510535,6.452271977928464,0.079,normal,normal,0.0917,normal
2024-01-01 08:01:55,pressure,149.92,PSI,normal,none,150.054205,4.848113353503309,0.028,normal,normal,0.0857,normal
2024-01-01 08:01:55,flow_rate,240.482,L/min,normal,none,242.34416000000002,16.21008124204715,0.115,normal,normal,0.1063,normal
2024-01-01 08:01:55,voltage,489.853,V,normal,none,480.8969,6.652671366568306,1.346,normal,attack,-0.0476,attack
2024-01-01 08:01:55,vibration,0.648,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,1.423,normal,attack,-0.0437,attack
2024-01-01 08:02:00,temperature,321.508,°C,normal,none,320.510535,6.452271977928464,0.155,normal,normal,0.0693,normal
2024-01-01 08:02:00,pressure,149.896,PSI,normal,none,150.054205,4.848113353503309,0.033,normal,normal,0.0868,normal
2024-01-01 08:02:00,flow_rate,230.651,L/min,normal,none,242.34416000000002,16.21008124204715,0.721,normal,normal,0.0547,normal
2024-01-01 08:02:00,voltage,484.571,V,normal,none,480.8969,6.652671366568306,0.552,normal,normal,0.0422,normal
2024-01-01 08:02:00,vibration,0.538,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.182,normal,normal,0.0511,normal
2024-01-01 08:02:05,temperature,323.955,°C,normal,none,320.510535,6.452271977928464,0.534,normal,normal,0.0544,normal
2024-01-01 08:02:05,pressure,147.272,PSI,normal,none,150.054205,4.848113353503309,0.574,normal,normal,0.0846,normal
2024-01-01 08:02:05,flow_rate,251.222,L/min,normal,none,242.34416000000002,16.21008124204715,0.548,normal,normal,0.0691,normal
2024-01-01 08:02:05,voltage,474.393,V,normal,none,480.8969,6.652671366568306,0.978,normal,normal,0.0224,normal
2024-01-01 08:02:05,vibration,0.529,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.08,normal,normal,0.0341,normal
2024-01-01 08:02:10,temperature,330.952,°C,normal,none,320.510535,6.452271977928464,1.618,normal,attack,-0.0645,attack
2024-01-01 08:02:10,pressure,147.028,PSI,normal,none,150.054205,4.848113353503309,0.624,normal,normal,0.0757,normal
2024-01-01 08:02:10,flow_rate,235.47,L/min,normal,none,242.34416000000002,16.21008124204715,0.424,normal,normal,0.0869,normal
2024-01-01 08:02:10,voltage,459.943,V,attack,spike,480.8969,6.652671366568306,3.15,attack,attack,-0.139,attack
2024-01-01 08:02:10,vibration,0.475,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.529,normal,normal,0.0739,normal
2024-01-01 08:02:15,temperature,312.247,°C,normal,none,320.510535,6.452271977928464,1.281,normal,attack,-0.0041,attack
2024-01-01 08:02:15,pressure,150.206,PSI,normal,none,150.054205,4.848113353503309,0.031,normal,normal,0.0808,normal
2024-01-01 08:02:15,flow_rate,256.942,L/min,attack,gradual_drift,242.34416000000002,16.21008124204715,0.901,normal,normal,0.0376,normal
2024-01-01 08:02:15,voltage,496.85,V,attack,spike,480.8969,6.652671366568306,2.398,normal,attack,-0.1185,attack
2024-01-01 08:02:15,vibration,0.454,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.766,normal,normal,0.0433,normal
2024-01-01 08:02:20,temperature,327.75,°C,normal,none,320.510535,6.452271977928464,1.122,normal,attack,-0.0112,attack
2024-01-01 08:02:20,pressure,147.65,PSI,normal,none,150.054205,4.848113353503309,0.496,normal,normal,0.0832,normal
2024-01-01 08:02:20,flow_rate,265.219,L/min,attack,gradual_drift,242.34416000000002,16.21008124204715,1.411,normal,attack,-0.0256,attack
2024-01-01 08:02:20,voltage,483.254,V,normal,none,480.8969,6.652671366568306,0.354,normal,normal,0.0543,normal
2024-01-01 08:02:20,vibration,0.438,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.946,normal,normal,0.0139,normal
2024-01-01 08:02:25,temperature,321.137,°C,normal,none,320.510535,6.452271977928464,0.097,normal,normal,0.0733,normal
2024-01-01 08:02:25,pressure,158.586,PSI,attack,gradual_drift,150.054205,4.848113353503309,1.76,normal,attack,-0.0343,attack
2024-01-01 08:02:25,flow_rate,227.14,L/min,normal,none,242.34416000000002,16.21008124204715,0.938,normal,normal,0.0294,normal
2024-01-01 08:02:25,voltage,480.739,V,normal,none,480.8969,6.652671366568306,0.024,normal,normal,0.044,normal
2024-01-01 08:02:25,vibration,0.513,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.1,normal,normal,0.0507,normal
2024-01-01 08:02:30,temperature,323.909,°C,normal,none,320.510535,6.452271977928464,0.527,normal,normal,0.0566,normal
2024-01-01 08:02:30,pressure,146.289,PSI,normal,none,150.054205,4.848113353503309,0.777,normal,normal,0.0719,normal
2024-01-01 08:02:30,flow_rate,240.0,L/min,attack,freeze,242.34416000000002,16.21008124204715,0.145,normal,normal,0.1124,normal
2024-01-01 08:02:30,voltage,482.088,V,normal,none,480.8969,6.652671366568306,0.179,normal,normal,0.0805,normal
2024-01-01 08:02:30,vibration,0.515,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.078,normal,normal,0.0386,normal
2024-01-01 08:02:35,temperature,291.956,°C,attack,spike,320.510535,6.452271977928464,4.426,attack,attack,-0.1788,attack
2024-01-01 08:02:35,pressure,166.164,PSI,attack,spike,150.054205,4.848113353503309,3.323,attack,attack,-0.1064,attack
2024-01-01 08:02:35,flow_rate,234.56,L/min,normal,none,242.34416000000002,16.21008124204715,0.48,normal,normal,0.08,normal
2024-01-01 08:02:35,voltage,488.783,V,attack,gradual_drift,480.8969,6.652671366568306,1.185,normal,attack,-0.0308,attack
2024-01-01 08:02:35,vibration,0.515,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.078,normal,normal,0.0386,normal
2024-01-01 08:02:40,temperature,316.428,°C,normal,none,320.510535,6.452271977928464,0.633,normal,normal,0.0566,normal
2024-01-01 08:02:40,pressure,136.503,PSI,attack,spike,150.054205,4.848113353503309,2.795,attack,attack,-0.1071,attack
2024-01-01 08:02:40,flow_rate,243.791,L/min,normal,none,242.34416000000002,16.21008124204715,0.089,normal,normal,0.0957,normal
2024-01-01 08:02:40,voltage,475.235,V,normal,none,480.8969,6.652671366568306,0.851,normal,normal,0.0368,normal
2024-01-01 08:02:40,vibration,0.533,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.125,normal,normal,0.0499,normal
2024-01-01 08:02:45,temperature,320.0,°C,attack,freeze,320.510535,6.452271977928464,0.079,normal,normal,0.0917,normal
2024-01-01 08:02:45,pressure,150.0,PSI,attack,freeze,150.054205,4.848113353503309,0.011,normal,normal,0.0785,normal
2024-01-01 08:02:45,flow_rate,249.269,L/min,normal,none,242.34416000000002,16.21008124204715,0.427,normal,normal,0.0736,normal
2024-01-01 08:02:45,voltage,476.717,V,normal,none,480.8969,6.652671366568306,0.628,normal,normal,0.0511,normal
2024-01-01 08:02:45,vibration,0.548,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.295,normal,normal,0.0472,normal
2024-01-01 08:02:50,temperature,322.064,°C,normal,none,320.510535,6.452271977928464,0.241,normal,normal,0.0611,normal
2024-01-01 08:02:50,pressure,152.466,PSI,normal,none,150.054205,4.848113353503309,0.497,normal,normal,0.075,normal
2024-01-01 08:02:50,flow_rate,255.174,L/min,normal,none,242.34416000000002,16.21008124204715,0.791,normal,normal,0.0458,normal
2024-01-01 08:02:50,voltage,479.018,V,normal,none,480.8969,6.652671366568306,0.282,normal,normal,0.0733,normal
2024-01-01 08:02:50,vibration,0.462,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.676,normal,normal,0.0608,normal
2024-01-01 08:02:55,temperature,315.552,°C,normal,none,320.510535,6.452271977928464,0.768,normal,normal,0.0458,normal
2024-01-01 08:02:55,pressure,147.553,PSI,normal,none,150.054205,4.848113353503309,0.516,normal,normal,0.0839,normal
2024-01-01 08:02:55,flow_rate,239.383,L/min,normal,none,242.34416000000002,16.21008124204715,0.183,normal,normal,0.1084,normal
2024-01-01 08:02:55,voltage,481.365,V,normal,none,480.8969,6.652671366568306,0.07,normal,normal,0.0671,normal
2024-01-01 08:02:55,vibration,0.514,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.089,normal,normal,0.0451,normal
2024-01-01 08:03:00,temperature,324.136,°C,normal,none,320.510535,6.452271977928464,0.562,normal,normal,0.0473,normal
2024-01-01 08:03:00,pressure,158.861,PSI,attack,gradual_drift,150.054205,4.848113353503309,1.817,normal,attack,-0.0402,attack
2024-01-01 08:03:00,flow_rate,251.628,L/min,normal,none,242.34416000000002,16.21008124204715,0.573,normal,normal,0.0676,normal
2024-01-01 08:03:00,voltage,478.941,V,normal,none,480.8969,6.652671366568306,0.294,normal,normal,0.0716,normal
2024-01-01 08:03:00,vibration,0.608,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,0.972,normal,normal,0.0073,normal
2024-01-01 08:03:05,temperature,323.128,°C,normal,none,320.510535,6.452271977928464,0.406,normal,normal,0.061,normal
2024-01-01 08:03:05,pressure,147.429,PSI,normal,none,150.054205,4.848113353503309,0.541,normal,normal,0.0834,normal
2024-01-01 08:03:05,flow_rate,231.433,L/min,normal,none,242.34416000000002,16.21008124204715,0.673,normal,normal,0.0599,normal
2024-01-01 08:03:05,voltage,481.93,V,normal,none,480.8969,6.652671366568306,0.155,normal,normal,0.0773,normal
2024-01-01 08:03:05,vibration,0.625,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,1.163,normal,attack,-0.0046,attack
2024-01-01 08:03:10,temperature,323.57,°C,normal,none,320.510535,6.452271977928464,0.474,normal,normal,0.0624,normal
2024-01-01 08:03:10,pressure,151.42,PSI,normal,none,150.054205,4.848113353503309,0.282,normal,normal,0.0864,normal
2024-01-01 08:03:10,flow_rate,239.417,L/min,normal,none,242.34416000000002,16.21008124204715,0.181,normal,normal,0.1084,normal
2024-01-01 08:03:10,voltage,476.613,V,normal,none,480.8969,6.652671366568306,0.644,normal,normal,0.048,normal
2024-01-01 08:03:10,vibration,0.424,mm/s,normal,none,0.5218849999999999,0.0886295535575978,1.104,normal,attack,-0.0063,attack
2024-01-01 08:03:15,temperature,317.767,°C,normal,none,320.510535,6.452271977928464,0.425,normal,normal,0.0739,normal
2024-01-01 08:03:15,pressure,152.569,PSI,normal,none,150.054205,4.848113353503309,0.519,normal,normal,0.0766,normal
2024-01-01 08:03:15,flow_rate,241.713,L/min,normal,none,242.34416000000002,16.21008124204715,0.039,normal,normal,0.0867,normal
2024-01-01 08:03:15,voltage,475.017,V,normal,none,480.8969,6.652671366568306,0.884,normal,normal,0.0358,normal
2024-01-01 08:03:15,vibration,0.509,mm/s,normal,none,0.5218849999999999,0.0886295535575978,0.145,normal,normal,0.0577,normal
2024-01-01 08:03:20,temperature,321.927,°C,normal,none,320.510535,6.452271977928464,0.22,normal,normal,0.0661,normal
2024-01-01 08:03:20,pressure,147.348,PSI,normal,none,150.054205,4.848113353503309,0.558,normal,normal,0.0838,normal
2024-01-01 08:03:20,flow_rate,241.23,L/min,normal,none,242.34416000000002,16.21008124204715,0.069,normal,normal,0.0948,normal
2024-01-01 08:03:20,voltage,480.233,V,normal,none,480.8969,6.652671366568306,0.1,normal,normal,0.0758,normal
2024-01-01 08:03:20,vibration,0.5,mm/s,attack,freeze,0.5218849999999999,0.0886295535575978,0.247,normal,normal,0.0747,normal
2024-01-01 08:03:25,temperature,321.789,°C,normal,none,320.510535,6.452271977928464,0.198,normal,normal,0.065,normal
2024-01-01 08:03:25,pressure,151.682,PSI,normal,none,150.054205,4.848113353503309,0.336,normal,normal,0.0838,normal
2024-01-01 08:03:25,flow_rate,259.41,L/min,attack,gradual_drift,242.34416000000002,16.21008124204715,1.053,normal,normal,0.016,normal
2024-01-01 08:03:25,voltage,484.215,V,normal,none,480.8969,6.652671366568306,0.499,normal,normal,0.05,normal
2024-01-01 08:03:25,vibration,0.431,mm/s,normal,none,0.5218849999999999,0.0886295535575978,1.025,normal,normal,0.006,normal
2024-01-01 08:03:30,temperature,315.311,°C,normal,none,320.510535,6.452271977928464,0.806,normal,normal,0.0407,normal
2024-01-01 08:03:30,pressure,151.545,PSI,normal,none,150.054205,4.848113353503309,0.308,normal,normal,0.086,normal
2024-01-01 08:03:30,flow_rate,244.11,L/min,normal,none,242.34416000000002,16.21008124204715,0.109,normal,normal,0.1025,normal
2024-01-01 08:03:30,voltage,482.06,V,normal,none,480.8969,6.652671366568306,0.175,normal,normal,0.0805,normal
2024-01-01 08:03:30,vibration,0.693,mm/s,normal,none,0.5218849999999999,0.0886295535575978,1.931,normal,attack,-0.0713,attack
2024-01-01 08:03:35,temperature,322.854,°C,normal,none,320.510535,6.452271977928464,0.363,normal,normal,0.0609,normal
2024-01-01 08:03:35,pressure,153.407,PSI,normal,none,150.054205,4.848113353503309,0.692,normal,normal,0.0711,normal
2024-01-01 08:03:35,flow_rate,247.632,L/min,normal,none,242.34416000000002,16.21008124204715,0.326,normal,normal,0.0829,normal
2024-01-01 08:03:35,voltage,482.606,V,normal,none,480.8969,6.652671366568306,0.257,normal,normal,0.0722,normal
2024-01-01 08:03:35,vibration,0.63,mm/s,attack,gradual_drift,0.5218849999999999,0.0886295535575978,1.22,normal,attack,-0.0114,attack
2024-01-01 08:03:40,temperature,323.795,°C,normal,none,320.510535,6.452271977928464,0.509,normal,normal,0.0618,normal
2024-01-01 08:03:40,pressure,147.682,PSI,normal,none,150.054205,4.848113353503309,0.489,normal,normal,0.0781,normal
2024-01-01 08:03:40,flow_rate,190.182,L/min,attack,spike,242.34416000000002,16.21008124204715,3.218,attack,attack,-0.0931,attack
2024-01-01 08:03:40,voltage,478.059,V,normal,none,480.8969,6.652671366568306,0.427,normal,normal,0.0765,normal
